10111,5
14480,5
18349,5
20403,5
24177,5
25673,5
36394,5
41425,5
43077,5
43467,5
76928,5
91658,5
92634,5
93865,5
94819,5
95529,5
95824,5
98226,5
98676,5
99024,5
99687,5
100076,5
100396,5
101584,5
102036,5
103600,5
104297,5
109224,5
113842,5
114119,5
118314,5
118692,5
119058,5
121877,5
137491,5
138057,5
152274,5
152666,5
152990,5
154861,5
173620,5
175909,5
176257,5
177124,5
177931,5
178362,5
179213,5
180901,5
181203,5
183197,5
183477,5
183811,5
184178,5
185660,5
185943,5
200641,5
201399,5
201693,5
202173,5
202905,5
204429,5
205412,5
205718,5
206016,5
206302,5
206672,5
207249,5
208543,5
209598,5
211994,5
212364,5
217549,5
218301,5
219054,5
220163,5
220526,5
221057,5
221983,5
222991,5
223314,5
225560,5
225935,5
226838,5
230200,5
233033,5
235985,5
236638,5
237258,5
238888,5
241356,5
242843,5
243893,5
244339,5
245300,5
249745,5
258377,5
259337,5
317232,5
322745,5
329159,5
333924,5
334234,5
335180,5
335778,5
336908,5
337232,5
338403,5
338757,5
339449,5
339773,5
340823,5
341883,5
343291,5
344844,5
345135,5
345442,5
345800,5
346982,5
347396,5
347956,5
349063,5
349826,5
350649,5
351475,5
352055,5
353489,5
354033,5
354837,5
356009,5
356400,5
357961,5
358881,5
359264,5
359954,5
360848,5
361836,5
362437,5
362738,5
363032,5
364208,5
364928,5
366433,5
367178,5
368145,5
368442,5
369360,5
371297,5
371599,5
373488,5
373866,5
375997,5
376364,5
376728,5
377465,5
378571,5
379003,5
380191,5
381267,5
381937,5
387973,5
388379,5
388733,5
389513,5
456525,5
457629,5
549773,5
550203,5
572075,5
574952,5
758639,5
787739,5
855962,5
861964,5
862284,5
872563,5
887512,5
889179,5
896596,5
920331,5
948884,5
953309,5
972456,5
975925,5
978412,5
1002336,5
1005858,5
1006064,5
1007064,5
1007648,5
1007934,5
1008151,5
1030014,5
1042648,5
1043186,5
1043577,5
1045770,5
1046056,5
1054723,5
1055202,5
1057897,5
1058169,5
1074049,5
1105008,5
1110109,5
1112677,5
1129379,5
1176999,5
1186753,5
1201828,5
1203534,5
1215489,5
1220668,5
1220916,5
1221124,5
1221332,5
1224561,5
1230998,5
1252772,5
1253030,5
1277825,5
1298129,5
1298712,5
1319724,5
1336202,5
1336526,5
1338807,5
1339006,5
1370887,5
1405803,5
1413805,5
1435181,5
1474482,5
1553838,5
1563418,5
1604885,5
1628760,5
1630033,5
1631440,5
1642114,5
1653743,5
1669090,5
1758415,5
1784901,5
1789489,5
1814234,5
1849396,5
1925534,5
1927500,5
2022803,5
2026533,5
2077294,5
2078185,5
2082330,5
2088675,5
2088976,5
2107465,5
2140672,5
2142720,5
2142924,5
2157521,5
2184825,5
2211478,5
2214414,5
2222517,5
2227649,5
2231762,5
2280821,5
2284953,5
2285015,5
2302291,5
2305252,5
2329649,5
2366561,5
2370796,5
2387309,5
2387655,5
2390530,5
2391819,5
2397357,5
2404480,5
2405978,5
2412745,5
2413347,5
2420183,5
2428408,5
2494745,5
2501782,5
2511024,5
2511104,5
2539295,5
2547749,5
2567843,5
2578793,5
2578843,5
2581849,5
2588635,5
2603527,5
2603609,5
2605769,5
2609927,5
2612391,5
2612497,5
2619069,5
2643181,5
2649643,5
2653066,5
2666390,5
2677235,5
2681004,5
2701402,5
2702356,5
2723496,5
2725554,5
2732916,5
2757878,5
2758436,5
2771496,5
2792382,5
2796020,5
2827186,5
2830679,5
2872192,5
2901376,5
2913897,5
2979990,5
2980904,5
2987265,5
2990909,5
2993311,5
2994639,5
2994763,5
2999172,5
3004716,5
3010121,5
3015624,5
3016774,5
3025106,5
3025276,5
3025584,5
3027411,5
3031091,5
3032390,5
3036658,5
3037383,5
3049146,5
3056333,5
3073003,5
3095366,5
3113829,5
3115688,5
3130178,5
3132833,5
3134173,5
3141885,5
3142835,5
3151097,5
3159115,5
3173587,5
3179389,5
3180337,5
3189239,5
3200996,5
3215234,5
3246045,5
3250420,5
3253793,5
3256415,5
3286349,5
3289879,5
3291813,5
3294273,5
3297362,5
3305620,5
3312960,5
3318767,5
3319083,5
3326022,5
3342100,5
3349349,5
3350212,5
3355210,5
3378607,5
3380573,5
3405580,5
3411598,5
3415207,5
3425105,5
3431482,5
3454842,5
3472326,5
3486061,5
3488311,5
3499200,5
