3968719,2
3968720,2
3968721,2
3968722,2
3968757,2
3968761,2
3968918,2
3969166,2
3969167,2
3970588,2
3975920,2
3975921,2
3975922,2
3975923,2
3975924,2
3975925,2
3975926,2
3975927,2
3975928,2
3975929,2
3975930,2
3975931,2
3975932,2
3975933,2
3975934,2
3975935,2
3975936,2
3975937,2
3975938,2
3975939,2
3975940,2
3975941,2
3975942,2
3975943,2
3975944,2
3975945,2
3975946,2
3975947,2
3975948,2
3975949,2
3975950,2
3975951,2
3975952,2
3975953,2
3975954,2
3975955,2
3975956,2
3975957,2
3975958,2
3975959,2
3975960,2
3975961,2
3975962,2
3975963,2
3975964,2
3975965,2
3975966,2
3975967,2
3975969,2
3975970,2
3975971,2
3975972,2
3975974,2
3975975,2
3975976,2
3975977,2
3975978,2
3975979,2
3975980,2
3975981,2
3975982,2
3975983,2
3975984,2
3975985,2
3975986,2
3975987,2
3975988,2
3975989,2
3975990,2
3975991,2
3975992,2
3975993,2
3975994,2
3975995,2
3975996,2
3975997,2
3975998,2
3975999,2
3976000,2
3976001,2
3976002,2
3976003,2
3976004,2
3976005,2
3976006,2
3976007,2
3976008,2
3976009,2
3976010,2
3976011,2
3976012,2
3976013,2
3976014,2
3976015,2
3976016,2
3976017,2
3976018,2
3976019,2
3976021,2
3976022,2
3976229,2
3976235,2
3976248,2
3976255,2
3976257,2
3976264,2
3976265,2
3976267,2
3976270,2
3976273,2
3976279,2
3976281,2
3976282,2
3976283,2
3976285,2
3976288,2
3976293,2
3976298,2
3976300,2
3976301,2
3976303,2
3976309,2
3976314,2
3976315,2
3976318,2
3976319,2
3976320,2
3976321,2
3976323,2
3976327,2
3976331,2
3976332,2
3976335,2
3976336,2
3976345,2
3976347,2
3976353,2
3976370,2
3976372,2
3976374,2
3976375,2
3976376,2
3976377,2
3976382,2
3976383,2
3976384,2
3976385,2
3976386,2
3976387,2
3976388,2
3976389,2
3976390,2
3976391,2
3976392,2
3976393,2
3976394,2
3976395,2
3976400,2
3976403,2
3976404,2
3976405,2
3976406,2
3976407,2
3976412,2
3976413,2
3976418,2
3976419,2
3976420,2
3976421,2
3976422,2
3976424,2
3976427,2
3976429,2
3976435,2
3976436,2
3976437,2
3976440,2
3976441,2
3976442,2
3976444,2
3976445,2
3976446,2
3976452,2
3976455,2
3976467,2
3976468,2
3976469,2
3976475,2
3976477,2
3976478,2
3976479,2
3976486,2
3976488,2
3976489,2
3976493,2
3976494,2
3976497,2
3976499,2
3976505,2
3976507,2
3976508,2
3976509,2
3976515,2
3976518,2
3976529,2
3976539,2
3976540,2
3976541,2
3976542,2
3976543,2
3976545,2
3976713,2
3976717,2
3976722,2
3976723,2
3976729,2
3976731,2
3976736,2
3976737,2
3976738,2
3976739,2
3976743,2
3976745,2
3976747,2
3976753,2
3976756,2
3976758,2
3976759,2
3976760,2
3976768,2
3976772,2
3976773,2
3976774,2
3976775,2
3976776,2
3976778,2
3976779,2
3976784,2
3976788,2
3976794,2
3976796,2
3976797,2
3976800,2
3976801,2
3976804,2
3976805,2
3976809,2
3976814,2
3976816,2
3976817,2
3976822,2
3976824,2
3976826,2
3976827,2
3976830,2
3976832,2
3976833,2
3976835,2
3976837,2
3976839,2
3976843,2
3976844,2
3976846,2
3976847,2
3976849,2
3976852,2
3976854,2
3976855,2
3976864,2
3976866,2
3976868,2
3976869,2
3976871,2
3976873,2
3976877,2
3976885,2
3976887,2
3976893,2
3976897,2
3976908,2
3976911,2
3976913,2
3976919,2
3976921,2
3976923,2
3976929,2
3976935,2
3976937,2
3976940,2
3976941,2
3976945,2
3976952,2
3976953,2
3976956,2
3976960,2
3976966,2
3976967,2
3976971,2
3976979,2
3976983,2
3977003,2
3977011,2
3977115,2
3977117,2
3977127,2
3977133,2
3977137,2
3977144,2
3977145,2
3977150,2
3977151,2
3977165,2
3977166,2
3977167,2
3977170,2
3977174,2
3977178,2
3977180,2
3977181,2
3977182,2
3977189,2
3977191,2
3977192,2
3977194,2
3977195,2
3977197,2
3977200,2
3977203,2
3977205,2
3977210,2
3977211,2
3977216,2
3977217,2
3977220,2
3977221,2
3977223,2
3977225,2
3977227,2
3977229,2
3977231,2
3977233,2
3977236,2
3977241,2
3977245,2
3977247,2
3977250,2
3977251,2
3977258,2
3977262,2
3977263,2
3977273,2
3977277,2
3977279,2
3977281,2
3977283,2
3977285,2
3977287,2
3977289,2
3977295,2
3977303,2
3977307,2
3977309,2
3977313,2
3977323,2
3977337,2
3977363,2
3977370,2
3977375,2
3977381,2
3977385,2
3977389,2
3977391,2
3977399,2
3977404,2
3977414,2
3977419,2
3977435,2
3977450,2
3977455,2
3977459,2
3977463,2
3977468,2
3977472,2
3977473,2
3977475,2
3977482,2
3977483,2
3977496,2
3977501,2
3977505,2
3977511,2
3977514,2
3977515,2
3977519,2
3977523,2
3977525,2
3977533,2
3977537,2
3977545,2
3977548,2
3977551,2
3977557,2
3977559,2
3977563,2
3977569,2
3977571,2
3977580,2
3977582,2
3977583,2
3977585,2
3977588,2
3977589,2
3977596,2
3977600,2
3977602,2
3977603,2
3977606,2
3977608,2
3977611,2
3977612,2
3977614,2
3977616,2
3977617,2
3977619,2
3977624,2
3977629,2
3977631,2
3977637,2
3977641,2
3977642,2
3977643,2
3977644,2
3977646,2
3977653,2
3977657,2
3977661,2
3977667,2
3977671,2
3977679,2
3977681,2
3977683,2
3977689,2
3977693,2
3977698,2
3977700,2
3977701,2
3977707,2
3977719,2
3977731,2
3977738,2
3977744,2
3977745,2
3977747,2
3977749,2
3977762,2
3977763,2
3977765,2
3977767,2
3977769,2
3977771,2
3977775,2
3977790,2
3977793,2
3977825,2
3977828,2
3977833,2
3977841,2
3977843,2
3977873,2
3977877,2
3977883,2
3977887,2
3977889,2
3977895,2
